0.0612	0.0000	0.5007	0.4381	0.2222
0.0039	0.2353	0.2988	0.4620	0.2507
0.0692	0.4526	0.0171	0.4612	0.2473
0.7177	0.0257	0.2501	0.0065	0.2598
0.1161	0.4286	0.0093	0.4460	0.2337
0.0000	0.1017	0.4126	0.4857	0.2165
0.7684	0.0487	0.1829	0.0000	0.2571
0.0000	0.0625	0.5443	0.3933	0.2235
0.8946	0.0292	0.0100	0.0661	0.2439
0.8853	0.0074	0.1035	0.0038	0.2122
0.0057	0.1290	0.3753	0.4900	0.2446
0.7782	0.0399	0.1737	0.0082	0.2550
0.7648	0.0401	0.1837	0.0113	0.2573
0.0744	0.0000	0.4487	0.4769	0.2401
0.0127	0.1750	0.3179	0.4944	0.2565
0.0000	0.1201	0.3664	0.5135	0.2275
0.8415	0.0038	0.1185	0.0361	0.2140
0.0083	0.3135	0.1539	0.5244	0.2535
0.0137	0.0814	0.4602	0.4447	0.2604
0.0053	0.2504	0.2813	0.4630	0.2599
0.0054	0.1342	0.3605	0.5000	0.2544
0.0083	0.1746	0.3136	0.5035	0.2540
0.0096	0.1813	0.3107	0.4984	0.2512
0.7171	0.0194	0.2549	0.0085	0.2452
0.1258	0.3544	0.0011	0.5187	0.2407
0.8427	0.0039	0.0962	0.0572	0.2391
0.2162	0.2851	0.0000	0.4987	0.2515
0.7478	0.0159	0.1902	0.0461	0.2409
0.2107	0.3326	0.0122	0.4445	0.2615
0.2149	0.2880	0.0137	0.4834	0.2682
0.0000	0.1348	0.3566	0.5085	0.2392
0.0052	0.1833	0.3179	0.4936	0.2423
0.8132	0.0381	0.1385	0.0103	0.2522
0.0074	0.1087	0.4086	0.4754	0.2464
0.0024	0.2415	0.1004	0.6556	0.2654
0.2207	0.2164	0.0046	0.5583	0.2657
0.2540	0.0090	0.3663	0.3707	0.2674
0.0000	0.1880	0.3141	0.4979	0.2270
0.0000	0.0535	0.3280	0.6185	0.2216
0.1253	0.3506	0.0055	0.5186	0.2489
0.4497	0.0002	0.2658	0.2843	0.2634
0.0082	0.0837	0.4335	0.4745	0.2363
0.1380	0.0084	0.4794	0.3741	0.2644
0.2169	0.3122	0.0052	0.4657	0.2515
0.6283	0.0038	0.2848	0.0830	0.2502
0.0695	0.4510	0.0137	0.4659	0.2479
0.1585	0.3825	0.0126	0.4464	0.2618
0.0119	0.0826	0.4897	0.4158	0.2523
0.0000	0.3172	0.1920	0.4908	0.2320
0.0087	0.2410	0.3003	0.4500	0.2684
