0.0000	0.0973	0.4180	0.4847	0.2161
0.0000	0.3179	0.1949	0.4872	0.2291
0.0702	0.0000	0.4976	0.4322	0.2211
0.0029	0.1885	0.3218	0.4868	0.2329
0.8962	0.0000	0.1038	0.0000	0.1986
0.0000	0.1827	0.3230	0.4943	0.2265
0.0030	0.1077	0.4135	0.4759	0.2242
0.0666	0.0000	0.4992	0.4343	0.2203
0.8786	0.0089	0.1008	0.0116	0.2249
0.0000	0.1085	0.4089	0.4826	0.2161
0.0692	0.0000	0.4971	0.4338	0.2161
0.0000	0.1853	0.3133	0.5013	0.2280
0.8495	0.0016	0.1121	0.0367	0.2172
0.0000	0.1325	0.3760	0.4915	0.2296
0.0613	0.0000	0.5027	0.4360	0.2232
0.8314	0.0048	0.1256	0.0383	0.2248
0.0006	0.1872	0.3137	0.4985	0.2304
0.0667	0.0000	0.4954	0.4379	0.2218
0.0769	0.0000	0.4502	0.4729	0.2276
0.0010	0.1142	0.3714	0.5133	0.2315
0.0000	0.0436	0.3335	0.6229	0.2130
0.8885	0.0064	0.1007	0.0044	0.2050
0.8744	0.0157	0.1074	0.0025	0.2219
0.0000	0.0579	0.3191	0.6229	0.2179
0.0005	0.0673	0.5389	0.3932	0.2253
0.0000	0.1362	0.3811	0.4827	0.2335
0.7235	0.0157	0.2607	0.0000	0.2312
0.0018	0.1209	0.3721	0.5053	0.2307
0.8496	0.0017	0.1133	0.0354	0.2161
0.0000	0.1897	0.3095	0.5008	0.2281
0.8366	0.0051	0.1260	0.0323	0.2176
0.7438	0.0124	0.1981	0.0456	0.2259
0.0000	0.1273	0.3632	0.5095	0.2301
0.8925	0.0000	0.1075	0.0000	0.1918
0.1122	0.4415	0.0008	0.4455	0.2266
0.0000	0.1178	0.3673	0.5149	0.2229
0.8419	0.0085	0.1147	0.0348	0.2286
0.8362	0.0007	0.1178	0.0452	0.2120
0.0000	0.1890	0.3130	0.4980	0.2304
0.0024	0.1961	0.3041	0.4973	0.2318
0.0000	0.1874	0.3163	0.4964	0.2338
0.1166	0.4313	0.0019	0.4502	0.2231
0.0733	0.4563	0.0069	0.4635	0.2305
0.0688	0.0000	0.5040	0.4273	0.2260
0.0572	0.0000	0.5026	0.4402	0.2236
0.0000	0.1835	0.3200	0.4965	0.2263
0.8814	0.0166	0.1021	0.0000	0.2206
0.0000	0.1033	0.4133	0.4834	0.2136
0.0005	0.1104	0.4165	0.4726	0.2243
0.0011	0.1398	0.3572	0.5019	0.2342
