0.0678	0.4504	0.0247	0.4571	0.2659
0.7135	0.0221	0.2517	0.0127	0.2538
0.0011	0.1398	0.3572	0.5019	0.2342
0.0000	0.0973	0.4180	0.4847	0.2161
0.0724	0.4519	0.0135	0.4622	0.2428
0.0000	0.3179	0.1949	0.4872	0.2291
0.0702	0.0000	0.4976	0.4322	0.2211
0.0000	0.1410	0.3508	0.5082	0.2386
0.0029	0.1885	0.3218	0.4868	0.2329
0.1276	0.3476	0.0039	0.5208	0.2420
0.4501	0.0000	0.2719	0.2780	0.2630
0.0072	0.0636	0.5439	0.3853	0.2592
0.8322	0.0011	0.1021	0.0646	0.2391
0.8962	0.0000	0.1038	0.0000	0.1986
0.7347	0.0157	0.1952	0.0544	0.2489
0.0000	0.2481	0.2812	0.4707	0.2471
0.0088	0.1948	0.3115	0.4849	0.2589
0.7772	0.0397	0.1785	0.0046	0.2487
0.0061	0.1144	0.3621	0.5174	0.2459
0.0000	0.1827	0.3230	0.4943	0.2265
0.0569	0.0078	0.4976	0.4377	0.2590
0.0110	0.1807	0.3091	0.4991	0.2617
0.0030	0.1077	0.4135	0.4759	0.2242
0.0666	0.0000	0.4992	0.4343	0.2203
0.0041	0.1832	0.3049	0.5078	0.2427
0.8786	0.0089	0.1008	0.0116	0.2249
0.7497	0.0237	0.1906	0.0360	0.2506
0.0610	0.4572	0.0186	0.4632	0.2602
0.0129	0.0745	0.4925	0.4201	0.2521
0.0059	0.2367	0.2900	0.4673	0.2545
0.1313	0.3571	0.0000	0.5116	0.2368
0.0000	0.1085	0.4089	0.4826	0.2161
0.1324	0.3428	0.0063	0.5186	0.2487
0.0070	0.1890	0.3070	0.4970	0.2542
0.8383	0.0000	0.0991	0.0627	0.2345
0.2178	0.3098	0.0124	0.4600	0.2629
0.2114	0.3286	0.0169	0.4431	0.2673
0.2501	0.0029	0.3639	0.3831	0.2573
0.0692	0.0000	0.4971	0.4338	0.2161
0.0000	0.1853	0.3133	0.5013	0.2280
0.8495	0.0016	0.1121	0.0367	0.2172
0.0000	0.1325	0.3760	0.4915	0.2296
0.8027	0.0475	0.1343	0.0156	0.2681
0.8181	0.0285	0.1392	0.0143	0.2398
0.2469	0.0043	0.3712	0.3776	0.2635
0.0060	0.1364	0.3585	0.4991	0.2553
0.4440	0.0019	0.2685	0.2856	0.2621
0.0075	0.1427	0.3524	0.4975	0.2592
0.0153	0.1702	0.3166	0.4979	0.2665
0.0613	0.0000	0.5027	0.4360	0.2232
0.0118	0.1290	0.3782	0.4809	0.2654
0.7034	0.0285	0.2586	0.0095	0.2610
0.0703	0.0080	0.4543	0.4673	0.2544
0.1183	0.3560	0.0015	0.5242	0.2369
0.8314	0.0048	0.1256	0.0383	0.2248
0.0006	0.1872	0.3137	0.4985	0.2304
0.7609	0.0410	0.1830	0.0151	0.2653
0.1070	0.4264	0.0109	0.4557	0.2413
0.6296	0.0018	0.2856	0.0831	0.2459
0.4451	0.0000	0.2714	0.2835	0.2523
0.0148	0.1747	0.3161	0.4944	0.2654
0.0667	0.0000	0.4954	0.4379	0.2218
0.7758	0.0411	0.1732	0.0099	0.2582
0.7447	0.0241	0.1923	0.0388	0.2553
0.0769	0.0000	0.4502	0.4729	0.2276
0.0086	0.0997	0.4028	0.4889	0.2478
0.0111	0.1716	0.3243	0.4929	0.2540
0.0029	0.2536	0.2781	0.4654	0.2549
0.0000	0.2429	0.1051	0.6520	0.2597
0.0081	0.1086	0.4067	0.4767	0.2501
0.0018	0.2349	0.1085	0.6548	0.2627
0.8513	0.0009	0.0955	0.0523	0.2349
0.0010	0.1142	0.3714	0.5133	0.2315
0.2253	0.2221	0.0008	0.5519	0.2676
0.0000	0.0436	0.3335	0.6229	0.2130
0.1241	0.3481	0.0049	0.5229	0.2419
0.0000	0.2381	0.2983	0.4637	0.2407
0.1344	0.0047	0.4864	0.3744	0.2578
0.8885	0.0064	0.1007	0.0044	0.2050
0.7109	0.0168	0.2577	0.0145	0.2506
0.1228	0.3529	0.0059	0.5184	0.2418
0.1267	0.3464	0.0075	0.5195	0.2505
0.2127	0.2818	0.0000	0.5055	0.2524
0.0139	0.1749	0.3230	0.4882	0.2612
0.8744	0.0157	0.1074	0.0025	0.2219
0.2095	0.3175	0.0000	0.4730	0.2401
0.0041	0.1227	0.3622	0.5109	0.2481
0.0000	0.0579	0.3191	0.6229	0.2179
0.2235	0.2802	0.0073	0.4890	0.2652
0.1316	0.0073	0.4909	0.3702	0.2562
0.0754	0.4518	0.0128	0.4600	0.2454
0.0110	0.1700	0.3148	0.5043	0.2537
0.2186	0.3332	0.0029	0.4453	0.2509
0.0005	0.0673	0.5389	0.3932	0.2253
0.0000	0.1362	0.3811	0.4827	0.2335
0.7638	0.0402	0.1790	0.0171	0.2656
0.7235	0.0157	0.2607	0.0000	0.2312
0.0113	0.0884	0.4372	0.4631	0.2578
0.0000	0.2452	0.0959	0.6588	0.2655
0.2102	0.3104	0.0085	0.4709	0.2599
0.0089	0.1106	0.4087	0.4719	0.2541
0.7840	0.0425	0.1691	0.0044	0.2592
0.0014	0.1305	0.3758	0.4923	0.2413
0.0058	0.3126	0.1488	0.5328	0.2553
0.0143	0.0830	0.4386	0.4642	0.2589
0.0018	0.1209	0.3721	0.5053	0.2307
0.8496	0.0017	0.1133	0.0354	0.2161
0.2135	0.2842	0.0082	0.4941	0.2596
0.0052	0.1422	0.3490	0.5037	0.2559
0.0694	0.0000	0.4492	0.4814	0.2364
0.0120	0.1759	0.3124	0.4997	0.2561
0.0637	0.4621	0.0117	0.4625	0.2469
0.7730	0.0398	0.1873	0.0000	0.2441
0.0762	0.4443	0.0148	0.4647	0.2545
0.1672	0.3762	0.0050	0.4516	0.2459
0.0000	0.1897	0.3095	0.5008	0.2281
0.0080	0.1760	0.3159	0.5001	0.2490
0.2231	0.3057	0.0028	0.4684	0.2427
0.8366	0.0051	0.1260	0.0323	0.2176
0.7457	0.0190	0.1855	0.0498	0.2578
0.7658	0.0445	0.1783	0.0113	0.2606
0.0766	0.4453	0.0214	0.4567	0.2588
0.2176	0.2882	0.0021	0.4921	0.2484
0.7438	0.0124	0.1981	0.0456	0.2259
0.7218	0.0214	0.2503	0.0064	0.2435
0.0000	0.1273	0.3632	0.5095	0.2301
0.1404	0.0044	0.4831	0.3721	0.2531
0.8250	0.0336	0.1348	0.0065	0.2388
0.0660	0.4491	0.0212	0.4637	0.2593
0.7687	0.0367	0.1808	0.0139	0.2465
0.0029	0.1768	0.3132	0.5072	0.2348
0.7510	0.0505	0.1889	0.0096	0.2648
0.8423	0.0000	0.0933	0.0645	0.2643
0.0121	0.1158	0.4016	0.4705	0.2645
0.8925	0.0000	0.1075	0.0000	0.1918
0.0079	0.1305	0.3531	0.5085	0.2587
0.1458	0.0041	0.4802	0.3698	0.2612
0.7732	0.0515	0.1753	0.0000	0.2610
0.1122	0.4415	0.0008	0.4455	0.2266
0.8494	0.0059	0.0923	0.0525	0.2493
0.7154	0.0245	0.2574	0.0027	0.2538
0.0009	0.3184	0.1576	0.5231	0.2404
0.0086	0.1214	0.3545	0.5155	0.2532
0.0054	0.0457	0.3235	0.6254	0.2579
0.1526	0.3828	0.0097	0.4549	0.2574
0.0095	0.1678	0.3225	0.5002	0.2540
0.0714	0.4538	0.0089	0.4659	0.2403
0.8871	0.0323	0.0137	0.0669	0.2508
0.2149	0.3225	0.0162	0.4464	0.2605
0.8953	0.0280	0.0127	0.0641	0.2387
0.2177	0.3299	0.0098	0.4426	0.2575
0.0668	0.4569	0.0062	0.4701	0.2393
0.0000	0.1178	0.3673	0.5149	0.2229
0.0749	0.0054	0.4494	0.4703	0.2496
0.0129	0.0803	0.4330	0.4738	0.2607
0.8902	0.0301	0.0062	0.0735	0.2387
0.1162	0.4254	0.0112	0.4472	0.2383
0.8419	0.0085	0.1147	0.0348	0.2286
0.8362	0.0007	0.1178	0.0452	0.2120
0.8387	0.0090	0.0932	0.0591	0.2660
0.0076	0.3065	0.1574	0.5285	0.2558
0.0694	0.4531	0.0093	0.4683	0.2436
0.0000	0.1890	0.3130	0.4980	0.2304
0.0024	0.1961	0.3041	0.4973	0.2318
0.0584	0.0070	0.4989	0.4357	0.2511
0.6263	0.0073	0.2877	0.0788	0.2656
0.0000	0.1874	0.3163	0.4964	0.2338
0.0074	0.1757	0.3122	0.5047	0.2478
0.8315	0.0053	0.1026	0.0606	0.2416
0.2202	0.2849	0.0000	0.4949	0.2458
0.0070	0.0823	0.4897	0.4210	0.2347
0.8177	0.0385	0.1305	0.0134	0.2489
0.0112	0.0810	0.4313	0.4765	0.2501
0.1166	0.4313	0.0019	0.4502	0.2231
0.0733	0.4563	0.0069	0.4635	0.2305
0.1624	0.3750	0.0077	0.4549	0.2658
0.0159	0.1036	0.4067	0.4738	0.2638
0.7573	0.0571	0.1825	0.0030	0.2663
0.0688	0.0000	0.5040	0.4273	0.2260
0.7117	0.0255	0.2555	0.0073	0.2576
0.7132	0.0302	0.2461	0.0105	0.2535
0.0111	0.1752	0.3161	0.4977	0.2601
0.8229	0.0335	0.1390	0.0047	0.2437
0.0033	0.3214	0.1830	0.4923	0.2415
0.0572	0.0000	0.5026	0.4402	0.2236
0.0000	0.1835	0.3200	0.4965	0.2263
0.2178	0.2773	0.0052	0.4997	0.2581
0.1261	0.3496	0.0000	0.5243	0.2394
0.0054	0.3133	0.1916	0.4897	0.2474
0.2100	0.2871	0.0051	0.4978	0.2532
0.1292	0.3504	0.0000	0.5203	0.2365
0.1298	0.3478	0.0000	0.5224	0.2374
0.2141	0.3179	0.0134	0.4546	0.2603
0.8814	0.0166	0.1021	0.0000	0.2206
0.8993	0.0374	0.0041	0.0591	0.2351
0.0000	0.2539	0.2884	0.4578	0.2458
0.0082	0.1142	0.4068	0.4708	0.2591
0.0000	0.1033	0.4133	0.4834	0.2136
0.0015	0.2478	0.3064	0.4443	0.2378
0.0005	0.1104	0.4165	0.4726	0.2243
